REGIÃO GEOGRÁFICA;PAÍS;ANO;CONSUMO DE PETRÓLEO
África;África Oriental;2020;549,1226032
África;África Oriental;2021;587,9525991
África;Argélia;2012;370
África;Argélia;2013;387,4057808
África;Argélia;2014;400,6059452
África;Argélia;2015;424,976137
África;Argélia;2016;412,4136885
África;Argélia;2017;407,7404932
África;Argélia;2018;416,1335616
África;Argélia;2019;431,0362274
África;Argélia;2020;384,9049525
África;Argélia;2021;402,861406
África;Egito;2012;750
África;Egito;2013;759,430411
África;Egito;2014;791,0434795
África;Egito;2015;810,0969315
África;Egito;2016;836,1101639
África;Egito;2017;801,0933151
África;Egito;2018;720,96
África;Egito;2019;686,3296438
África;Egito;2020;598,2368852
África;Egito;2021;647,8604932
África;Marrocos;2012;277
África;Marrocos;2013;281,9752309
África;Marrocos;2014;272,0321099
África;Marrocos;2015;268,3194473
África;Marrocos;2016;275,2687158
África;Marrocos;2017;290,9516384
África;Marrocos;2018;286,7446284
África;Marrocos;2019;292,6526262
África;Marrocos;2020;258,4376406
África;Marrocos;2021;286,2391596
África;Outros Norte da África;2012;332
África;Outros Norte da África;2013;347,1794673
África;Outros Norte da África;2014;357,8308356
África;Outros Norte da África;2015;317,9780239
África;Outros Norte da África;2016;294,9458287
África;Outros Norte da África;2017;303,1892521
África;Outros Norte da África;2018;308,2677667
África;Outros Norte da África;2019;318,2167487
África;Outros Norte da África;2020;269,2207175
África;Outros Norte da África;2021;325,6317156
África;Outros Sul da África;2012;51
África;Outros Sul da África;2013;54,29607722
África;Outros Sul da África;2014;55,68345354
África;Outros Sul da África;2015;57,44249713
África;Outros Sul da África;2016;56,14265891
África;Outros Sul da África;2017;56,67449349
África;Outros Sul da África;2018;58,00552096
África;Outros Sul da África;2019;58,63692517
África;Outros Sul da África;2020;54,01814732
África;Outros Sul da África;2021;55,877837
Ásia-Pacífico;Austrália;2012;1001
Ásia-Pacífico;Austrália;2013;1031,093009
Ásia-Pacífico;Austrália;2014;1025,147612
Ásia-Pacífico;Austrália;2015;1015,170787
Ásia-Pacífico;Austrália;2016;1016,354016
Ásia-Pacífico;Austrália;2017;1062,675602
Ásia-Pacífico;Austrália;2018;1075,583274
Ásia-Pacífico;Austrália;2019;1064,412833
Ásia-Pacífico;Austrália;2020;915,5595538
Ásia-Pacífico;Austrália;2021;943,0813044
Ásia-Pacífico;Bangladesh;2012;110
Ásia-Pacífico;Bangladesh;2013;107,6583233
Ásia-Pacífico;Bangladesh;2014;120,3981055
Ásia-Pacífico;Bangladesh;2015;127,4797323
Ásia-Pacífico;Bangladesh;2016;138,1885474
Ásia-Pacífico;Bangladesh;2017;156,1427914
Ásia-Pacífico;Bangladesh;2018;177,5920558
Ásia-Pacífico;Bangladesh;2019;170,9990449
Ásia-Pacífico;Bangladesh;2020;156,2119289
Ásia-Pacífico;Bangladesh;2021;178,9937086
Ásia-Pacífico;China;2012;10061
Ásia-Pacífico;China;2013;10563,37766
Ásia-Pacífico;China;2014;11017,88503
Ásia-Pacífico;China;2015;11889,78001
Ásia-Pacífico;China;2016;12297,4602
Ásia-Pacífico;China;2017;13002,57836
Ásia-Pacífico;China;2018;13641,97272
Ásia-Pacífico;China;2019;14320,85957
Ásia-Pacífico;China;2020;14407,90657
Ásia-Pacífico;China;2021;15442,09369
Ásia-Pacífico;Cingapura;2012;1202
Ásia-Pacífico;Cingapura;2013;1217,472187
Ásia-Pacífico;Cingapura;2014;1259,24531
Ásia-Pacífico;Cingapura;2015;1328,553226
Ásia-Pacífico;Cingapura;2016;1372,098017
Ásia-Pacífico;Cingapura;2017;1405,050154
Ásia-Pacífico;Cingapura;2018;1431,951567
Ásia-Pacífico;Cingapura;2019;1402,963675
Ásia-Pacífico;Cingapura;2020;1343,138227
Ásia-Pacífico;Cingapura;2021;1329,971015
Ásia-Pacífico;Coreia do Sul;2012;2466
Ásia-Pacífico;Coreia do Sul;2013;2476,422726
Ásia-Pacífico;Coreia do Sul;2014;2473,073658
Ásia-Pacífico;Coreia do Sul;2015;2585,675238
Ásia-Pacífico;Coreia do Sul;2016;2811,270533
Ásia-Pacífico;Coreia do Sul;2017;2804,222468
Ásia-Pacífico;Coreia do Sul;2018;2799,512647
Ásia-Pacífico;Coreia do Sul;2019;2788,945984
Ásia-Pacífico;Coreia do Sul;2020;2630,202186
Ásia-Pacífico;Coreia do Sul;2021;2812,58604
Ásia-Pacífico;Filipinas;2012;301
Ásia-Pacífico;Filipinas;2013;316,4258317
Ásia-Pacífico;Filipinas;2014;335,8139934
Ásia-Pacífico;Filipinas;2015;384,4563468
Ásia-Pacífico;Filipinas;2016;413,3536877
Ásia-Pacífico;Filipinas;2017;444,8367577
Ásia-Pacífico;Filipinas;2018;449,5770145
Ásia-Pacífico;Filipinas;2019;458,5452694
Ásia-Pacífico;Filipinas;2020;377,5413514
Ásia-Pacífico;Filipinas;2021;411,9738182
Ásia-Pacífico;Hong Kong;2012;344
Ásia-Pacífico;Hong Kong;2013;351,5782714
Ásia-Pacífico;Hong Kong;2014;335,2198988
Ásia-Pacífico;Hong Kong;2015;367,3549092
Ásia-Pacífico;Hong Kong;2016;379,971008
Ásia-Pacífico;Hong Kong;2017;427,7467826
Ásia-Pacífico;Hong Kong;2018;434,3706916
Ásia-Pacífico;Hong Kong;2019;408,0545174
Ásia-Pacífico;Hong Kong;2020;284,7914431
Ásia-Pacífico;Hong Kong;2021;254,8208715
Ásia-Pacífico;Índia;2012;3674
Ásia-Pacífico;Índia;2013;3716,70289
Ásia-Pacífico;Índia;2014;3832,109702
Ásia-Pacífico;Índia;2015;4147,36744
Ásia-Pacífico;Índia;2016;4544,010252
Ásia-Pacífico;Índia;2017;4724,324131
Ásia-Pacífico;Índia;2018;4974,040566
Ásia-Pacífico;Índia;2019;5149,818483
Ásia-Pacífico;Índia;2020;4701,402122
Ásia-Pacífico;Índia;2021;4878,175162
Ásia-Pacífico;Indonésia;2012;1612
Ásia-Pacífico;Indonésia;2013;1572,167101
Ásia-Pacífico;Indonésia;2014;1572,400071
Ásia-Pacífico;Indonésia;2015;1505,06492
Ásia-Pacífico;Indonésia;2016;1454,09198
Ásia-Pacífico;Indonésia;2017;1564,938324
Ásia-Pacífico;Indonésia;2018;1615,801033
Ásia-Pacífico;Indonésia;2019;1578,188303
Ásia-Pacífico;Indonésia;2020;1398,496339
Ásia-Pacífico;Indonésia;2021;1471,49808
Ásia-Pacífico;Japão;2012;4676
Ásia-Pacífico;Japão;2013;4499,369739
Ásia-Pacífico;Japão;2014;4282,801072
Ásia-Pacífico;Japão;2015;4116,313051
Ásia-Pacífico;Japão;2016;3982,93861
Ásia-Pacífico;Japão;2017;3948,932958
Ásia-Pacífico;Japão;2018;3814,936804
Ásia-Pacífico;Japão;2019;3692,061073
Ásia-Pacífico;Japão;2020;3268,574757
Ásia-Pacífico;Japão;2021;3341,320552
Ásia-Pacífico;Malásia;2012;757
Ásia-Pacífico;Malásia;2013;801,9869785
Ásia-Pacífico;Malásia;2014;802,7750432
Ásia-Pacífico;Malásia;2015;753,200929
Ásia-Pacífico;Malásia;2016;838,9312573
Ásia-Pacífico;Malásia;2017;796,7305259
Ásia-Pacífico;Malásia;2018;804,2708289
Ásia-Pacífico;Malásia;2019;868,0703031
Ásia-Pacífico;Malásia;2020;749,3094794
Ásia-Pacífico;Malásia;2021;762,7011864
Ásia-Pacífico;Nova Zelândia;2012;150
Ásia-Pacífico;Nova Zelândia;2013;152,376363
Ásia-Pacífico;Nova Zelândia;2014;155,0113509
Ásia-Pacífico;Nova Zelândia;2015;161,1747612
Ásia-Pacífico;Nova Zelândia;2016;165,1476207
Ásia-Pacífico;Nova Zelândia;2017;174,8125674
Ásia-Pacífico;Nova Zelândia;2018;174,4433328
Ásia-Pacífico;Nova Zelândia;2019;178,4610259
Ásia-Pacífico;Nova Zelândia;2020;146,5447494
Ásia-Pacífico;Nova Zelândia;2021;143,7423886
Ásia-Pacífico;Paquistão;2012;402
Ásia-Pacífico;Paquistão;2013;441,9035931
Ásia-Pacífico;Paquistão;2014;457,9473822
Ásia-Pacífico;Paquistão;2015;505,3006481
Ásia-Pacífico;Paquistão;2016;566,0165003
Ásia-Pacífico;Paquistão;2017;588,6159738
Ásia-Pacífico;Paquistão;2018;498,1968731
Ásia-Pacífico;Paquistão;2019;445,8644359
Ásia-Pacífico;Paquistão;2020;437,3367743
Ásia-Pacífico;Paquistão;2021;503,45465
Ásia-Pacífico;Sri Lanka;2012;109
Ásia-Pacífico;Sri Lanka;2013;94,33432404
Ásia-Pacífico;Sri Lanka;2014;106,4574315
Ásia-Pacífico;Sri Lanka;2015;111,198777
Ásia-Pacífico;Sri Lanka;2016;133,5799191
Ásia-Pacífico;Sri Lanka;2017;129,8555726
Ásia-Pacífico;Sri Lanka;2018;125,5619699
Ásia-Pacífico;Sri Lanka;2019;135,3616356
Ásia-Pacífico;Sri Lanka;2020;122,5918533
Ásia-Pacífico;Sri Lanka;2021;118,5245981
Ásia-Pacífico;Tailândia;2012;1201
Ásia-Pacífico;Tailândia;2013;1216,402371
Ásia-Pacífico;Tailândia;2014;1226,922398
Ásia-Pacífico;Tailândia;2015;1265,349492
Ásia-Pacífico;Tailândia;2016;1293,772303
Ásia-Pacífico;Tailândia;2017;1335,554489
Ásia-Pacífico;Tailândia;2018;1362,408509
Ásia-Pacífico;Tailândia;2019;1373,521544
Ásia-Pacífico;Tailândia;2020;1214,007932
Ásia-Pacífico;Tailândia;2021;1213,530735
Ásia-Pacífico;Taiwan;2012;950
Ásia-Pacífico;Taiwan;2013;987,1805315
Ásia-Pacífico;Taiwan;2014;1016,992087
Ásia-Pacífico;Taiwan;2015;1041,427151
Ásia-Pacífico;Taiwan;2016;1047,0774
Ásia-Pacífico;Taiwan;2017;1032,435109
Ásia-Pacífico;Taiwan;2018;1039,332241
Ásia-Pacífico;Taiwan;2019;985,9826867
Ásia-Pacífico;Taiwan;2020;946,4198805
Ásia-Pacífico;Taiwan;2021;989,1484881
Ásia-Pacífico;Vietnã;2012;362
Ásia-Pacífico;Vietnã;2013;375,2717245
Ásia-Pacífico;Vietnã;2014;396,9382949
Ásia-Pacífico;Vietnã;2015;482,0020411
Ásia-Pacífico;Vietnã;2016;524,3098805
Ásia-Pacífico;Vietnã;2017;552,369363
Ásia-Pacífico;Vietnã;2018;580,8456311
Ásia-Pacífico;Vietnã;2019;598,8140033
Ásia-Pacífico;Vietnã;2020;492,8797553
Ásia-Pacífico;Vietnã;2021;464,2393907
Ásia-Pacífico;Outros;2012;333
Ásia-Pacífico;Outros;2013;351,6209609
Ásia-Pacífico;Outros;2014;378,0449679
Ásia-Pacífico;Outros;2015;423,8534962
Ásia-Pacífico;Outros;2016;431,8276886
Ásia-Pacífico;Outros;2017;434,3491871
Ásia-Pacífico;Outros;2018;485,5330929
Ásia-Pacífico;Outros;2019;509,6892762
Ásia-Pacífico;Outros;2020;524,2311917
Ásia-Pacífico;Outros;2021;546,0822901
